mid	name	image	num_active_days	active_fraction_before	active_fraction_after	max_smoothed_before	max_raw_before	mean_before	mean_after	mean_after_peak	peak_smoothed	peak_raw	peak_raw_day	time_till_half	time_till_half_thresh	natural_death	unnatural_death	gender	cause_of_death	age	notable_type
/m/0137hn	Robin_Gibb	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Robin_Gibb.png")	407	0.493036211699164	0.637119113573407	-3.52552080854839	-2.1757953344808	-5.21712147847478	-4.97414469847372	-5.1077358021982	-2.53453648943953	-1.81010884942751	1	0.280555555555556	0.180555555555556	1	0	Male	<http://rdf.freebase.com/ns/m.01dcqj>Colorectal cancer|<http://rdf.freebase.com/ns/m.0dq9p>Pneumonia|<http://rdf.freebase.com/ns/m.03m3vr6>Liver cancer	63	<http://rdf.freebase.com/ns/m.0kpv1m>Musical Artist
/m/013qb0	Norman_Wisdom	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Norman_Wisdom.png")	233	0.289855072463768	0.42382271468144	-5.50374667970477	-4.30668945560678	-5.65499486642196	-5.49470588468826	-5.58765129741118	-3.65641234100959	-2.50098867298267	1	0.0888888888888889	0.0472222222222222	0	0	Male		95	<http://rdf.freebase.com/ns/m.0jsg4j>Film actor
/m/013zjz	Johnny_Tapia	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Johnny_Tapia.png")	97	0.0974930362116992	0.171745152354571	-5.51760186572208	-3.83666042349953	-5.8027432184553	-5.61376205932826	-5.69405952850116	-3.21225906214721	-2.3871234005711	1	0.272222222222222	0.263888888888889	0	0	Male		45	<http://rdf.freebase.com/ns/m.04_jj5n>Boxer
/m/013zp2	Arthur_M._Brazier	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Arthur_M._Brazier.png")	32	0.0434782608695652	0.0554016620498615	-5.80614362527214	-4.90363793795404	-5.83261997521091	-5.79026730452818	-5.83637244153524	-4.39636228216065	-4.00016403582168	0	0.0277777777777778	0.0222222222222222	0	0	Male		89	<http://rdf.freebase.com/ns/m.022tfrk>Deceased Person
/m/0143y5	Kim_Jong-il	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Kim_Jong-il.png")	716	0.997214484679666	0.991689750692521	-3.14780895268997	-2.51545274366391	-3.8465292051162	-3.60449675456072	-3.70948601478836	-1.97461719863335	-1.25994137915851	2	0.305555555555556	0.197222222222222	1	0	Male	<http://rdf.freebase.com/ns/m.0gk4g>Myocardial infarction	70	<http://rdf.freebase.com/ns/m.02xlh55>Politician
/m/0148yr	John_Casablancas	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/John_Casablancas.png")	44	0.0361111111111111	0.0858725761772853	-5.78261670037012	-5.02472573580735	-5.82693681545076	-5.75765777364312	-5.80332976281098	-4.28860014298861	-3.90015293315625	2	0.0638888888888889	0.0305555555555556	1	0	Male	<http://rdf.freebase.com/ns/m.0qcr0>Cancer	71	<http://rdf.freebase.com/ns/m.02_77lg>Organization founder
/m/014bz_	Emile_Griffith	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Emile_Griffith.png")	76	0.0833333333333333	0.127423822714681	-5.29809285003305	-3.81250417800007	-5.77151175980563	-5.7035087120146	-5.74890807150484	-4.29919956817397	-3.17443511683893	0	0.216666666666667	0.141666666666667	1	0	Male	<http://rdf.freebase.com/ns/m.04291w>Dementia pugilistica|<http://rdf.freebase.com/ns/m.01psyx>Renal failure	75	<http://rdf.freebase.com/ns/m.04_jj5n>Boxer
/m/014cml	Ken_Norton	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Ken_Norton.png")	207	0.219444444444444	0.354570637119114	-5.52810891675676	-3.57525831613619	-5.68296198540793	-5.42996741433618	-5.48673647627887	-3.55503083830203	-2.35742116398019	1	0.333333333333333	0.291666666666667	1	0	Male	<http://rdf.freebase.com/ns/m.01l2m3>Heart failure	70	<http://rdf.freebase.com/ns/m.04_jj5n>Boxer
/m/014rqr	Richard_Briers	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Richard_Briers.png")	104	0.122222222222222	0.166204986149584	-5.68740765716637	-4.28625023604247	-5.75473806024111	-5.64747502136019	-5.72288290165514	-3.61828486912016	-2.46706556313657	1	0.172222222222222	0.0666666666666667	1	0	Male	<http://rdf.freebase.com/ns/m.0hk18>Emphysema	79	<http://rdf.freebase.com/ns/m.01xrzlq>TV Actor
/m/01_52c	Wolfgang_Sawallisch	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Wolfgang_Sawallisch.png")	41	0.0361111111111111	0.0775623268698061	-5.80232401443668	-4.63802976002451	-5.82750173065531	-5.77312495198243	-5.79160528029176	-5.56526127882093	-3.60618969482124	2	0.213888888888889	0.1	0	0	Male		90	<http://rdf.freebase.com/ns/m.0kpymf>Conductor
/m/0152xn	Carmen_Basilio	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Carmen_Basilio.png")	58	0.0222841225626741	0.138504155124654	-5.81409925054742	-4.35402632422218	-5.83508629373125	-5.71143496878202	-5.7648207336447	-4.02276591726953	-3.51313311140328	3	0.125	0.0666666666666667	1	0	Male	<http://rdf.freebase.com/ns/m.0dq9p>Pneumonia	85	<http://rdf.freebase.com/ns/m.04_jj5n>Boxer
/m/01_539	Kevin_Ayers	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Kevin_Ayers.png")	47	0.0666666666666667	0.0637119113573407	-5.7700053629081	-4.43423746838781	-5.80252375129069	-5.79232270697439	-5.81403117916823	-5.37366192439425	-3.39476060400361	3	0.2	0.0888888888888889	0	0	Male		69	<http://rdf.freebase.com/ns/m.0kpysb>Composer
/m/015d3h	Ernest_Borgnine	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Ernest_Borgnine.png")	297	0.32033426183844	0.50415512465374	-5.16717280553182	-3.70324359831974	-5.59507943592136	-5.24658660932962	-5.34421695007433	-2.72463451890653	-2.06004635331381	0	0.344444444444444	0.3	1	0	Male	<http://rdf.freebase.com/ns/m.01psyx>Renal failure	95	<http://rdf.freebase.com/ns/m.0jsg4j>Film actor
/m/015pr1	Te%F3filo_Stevenson	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Te+filo_Stevenson.png")	79	0.0668523676880223	0.152354570637119	-5.72300768364012	-3.70311934623608	-5.8063263739982	-5.71335284454317	-5.7650066798259	-4.79512082821476	-3.07315767681676	1	0.108333333333333	0.0833333333333333	1	0	Male	<http://rdf.freebase.com/ns/m.0gk4g>Myocardial infarction	60	<http://rdf.freebase.com/ns/m.04_jj5n>Boxer
/m/015ty7	Jean_Giraud	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Jean_Giraud.png")	26	0.0194986072423398	0.0526315789473684	-5.82003057722418	-4.98771987821958	-5.83926424849304	-5.78710869798907	-5.83060708686551	-4.31827569059537	-3.34922509004088	0	0.0305555555555556	0.025	1	0	Male	<http://rdf.freebase.com/ns/m.0qcr0>Cancer	74	<http://rdf.freebase.com/ns/m.01xryvt>Author
/m/015x10	Solomon_Burke	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Solomon_Burke.png")	440	0.728260869565217	0.662049861495845	-5.13814681306312	-3.99637197164292	-5.26750592109909	-5.12948570885345	-5.20547597624079	-3.30243811720392	-2.11615072568854	0	0.297222222222222	0.205555555555556	1	0	Male	<http://rdf.freebase.com/ns/m.02knxx>Natural causes	70	<http://rdf.freebase.com/ns/m.0kpv1m>Musical Artist
/m/015xp4	Etta_James	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Etta_James.png")	563	0.693593314763231	0.869806094182826	-3.74815085630413	-2.83130367233386	-5.09724204285613	-4.65440279192325	-4.76110579571115	-2.54543345931655	-2.06830894800678	0	0.475	0.1	1	0	Female	<http://rdf.freebase.com/ns/m.04psf>Leukemia|<http://rdf.freebase.com/ns/m.0dcsx>Alzheimer's disease	74	<http://rdf.freebase.com/ns/m.0kpv1m>Musical Artist
/m/01635v	Bobby_Bland	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Bobby_Bland.png")	156	0.216666666666667	0.21606648199446	-5.60013317642146	-3.16561819867575	-5.6521793880287	-5.63024447304608	-5.68345938788852	-4.32692012880676	-3.09449090510731	1	0.144444444444444	0.0527777777777778	0	0	Male		83	<http://rdf.freebase.com/ns/m.0kpv1m>Musical Artist
/m/0167gw	David_Burge	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/David_Burge.png")	163	0.241666666666667	0.210526315789474	-5.56218507567789	-4.37462372043102	-5.66515182935748	-5.7048165445899	-5.71929839228284	-5.54006661380123	-5.02304246556871	2	0.463888888888889	0.166666666666667	1	0	Male	<http://rdf.freebase.com/ns/m.0gk4g>Myocardial infarction	83	<http://rdf.freebase.com/ns/m.0kpysb>Composer
/m/0168ql	Gerry_Anderson	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Gerry_Anderson.png")	128	0.119444444444444	0.235457063711911	-5.71724029819022	-3.96855658198783	-5.75838970304885	-5.61045628869803	-5.66500301583718	-4.49451644100025	-2.6781433174693	0	0.305555555555556	0.0944444444444444	1	0	Male	<http://rdf.freebase.com/ns/m.0dcsx>Alzheimer's disease	83	<http://rdf.freebase.com/ns/m.01xrzkl>TV Program Creator
/m/016hj7	Yitzhak_Shamir	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Yitzhak_Shamir.png")	301	0.448467966573816	0.38781163434903	-5.15788226526601	-3.74768918828922	-5.48136390749254	-5.46691699971385	-5.52881247781607	-3.26972447786651	-2.29615167543731	0	0.411111111111111	0.397222222222222	0	0	Male		97	<http://rdf.freebase.com/ns/m.02xlh55>Politician
/m/016kyn	Rodney_King	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Rodney_King.png")	552	0.81058495821727	0.722991689750693	-3.64858382895261	-2.6505816444696	-4.86288008612592	-4.9087959503495	-5.01787545715138	-2.32516227516437	-1.7368893678388	0	0.211111111111111	0.163888888888889	0	0	Male		47	<http://rdf.freebase.com/ns/m.0jsg4j>Film actor
/m/0177ff	Stuart_Bell	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Stuart_Bell.png")	164	0.261838440111421	0.193905817174515	-5.52828089598045	-3.30114211460154	-5.63979003441665	-5.6602514502395	-5.70483893058875	-4.92398789303035	-3.06505729571862	0	0.0944444444444444	0.0805555555555556	1	0	Male	<http://rdf.freebase.com/ns/m.01_qc_>Pancreatic cancer	74	<http://rdf.freebase.com/ns/m.02xlh55>Politician
/m/017kgm	Jack_Layton	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Jack_Layton.png")	686	0.958333333333333	0.947222222222222	-2.98567216446959	-2.3918610164629	-4.04397003680973	-4.21022084549688	-4.31000896333825	-2.42090023830345	-2.37488214185473	5	0.377777777777778	0.136111111111111	1	0	Male	<http://rdf.freebase.com/ns/m.0qcr0>Cancer	61	<http://rdf.freebase.com/ns/m.02xlh55>Politician
/m/017z_	Bal_Thackeray	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Bal_Thackeray.png")	470	0.665738161559889	0.6398891966759	-4.77391150586877	-3.16084943355657	-5.08929764438852	-4.97889880732388	-5.12032285750697	-2.55988029840579	-2.07965319859625	1	0.161111111111111	0.102777777777778	1	0	Male	<http://rdf.freebase.com/ns/m.01l2m3>Heart failure	86	<http://rdf.freebase.com/ns/m.02xlh55>Politician
/m/018r3g	Ted_Stevens	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Ted_Stevens.png")	582	0.920289855072464	0.908587257617729	-4.44985446374497	-3.51394394137036	-4.8939527096793	-4.54791029852542	-4.64701728439961	-2.71943385840986	-2.00016363942448	1	0.202777777777778	0.141666666666667	0	1	Male	<http://rdf.freebase.com/ns/m.015xf8>Aviation accident or incident	87	<http://rdf.freebase.com/ns/m.05kpwk1>U.S. Congressperson
/m/018swb	Pete_Postlethwaite	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Pete_Postlethwaite.png")	322	0.528985507246377	0.488888888888889	-4.51639244572761	-3.24319871809154	-5.37117180642076	-5.299725415707	-5.39996850548735	-3.32491507068609	-2.28882737307765	1	0.255555555555556	0.152777777777778	1	0	Male	<http://rdf.freebase.com/ns/m.01_qc_>Pancreatic cancer	65	<http://rdf.freebase.com/ns/m.0jsg4j>Film actor
/m/019kc	Benoit_Mandelbrot	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Benoit_Mandelbrot.png")	232	0.286231884057971	0.42382271468144	-5.32514727907009	-4.56737930765098	-5.67774209608255	-5.46817086207033	-5.53717300829423	-3.87800279792471	-3.00036176135528	2	0.188888888888889	0.133333333333333	1	0	Male	<http://rdf.freebase.com/ns/m.01_qc_>Pancreatic cancer	86	<http://rdf.freebase.com/ns/m.03j41y_>Academic
/m/019l9q	Julie_Harris	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Julie_Harris.png")	189	0.191666666666667	0.332409972299169	-5.59264953718493	-3.58363648419027	-5.67663876196208	-5.4953479657742	-5.54689997392325	-3.85085266499271	-2.37575792141425	1	0.344444444444444	0.302777777777778	1	0	Female	<http://rdf.freebase.com/ns/m.01l2m3>Heart failure	88	<http://rdf.freebase.com/ns/m.0252jw8>Theater Actor
/m/019xm4	John_Christopher	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/John_Christopher.png")	395	0.526462395543176	0.570637119113573	-5.14292523150854	-3.81770263800592	-5.37643236671793	-5.27254974510777	-5.27847157248172	-4.97826938264434	-4.4209399140501	3	0.475	0.594444444444444	0	0	Male		90	<http://rdf.freebase.com/ns/m.01xryvt>Author
/m/019yps	Patrick_Moore	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Patrick_Moore.png")	138	0.163888888888889	0.218836565096953	-5.60889089312101	-4.12779386497015	-5.71846195573584	-5.61446213807733	-5.69331527955142	-3.68445761889476	-2.53851355255241	0	0.177777777777778	0.05	0	0	Male		89	<http://rdf.freebase.com/ns/m.021ynvf>Astronomer
/m/01b3hc	Pope_Shenouda_III_of_Alexandria	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Pope_Shenouda_III_of_Alexandria.png")	206	0.250696378830084	0.321329639889197	-5.19336176609431	-3.47876183607857	-5.60849515807655	-5.45497175239477	-5.55040896907402	-3.29389092107291	-2.49583756272791	1	0.416666666666667	0.138888888888889	0	0	Male		89	<http://rdf.freebase.com/ns/m.02knxzt>Religious Leader
/m/01bgqv	Maeve_Binchy	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Maeve_Binchy.png")	105	0.0891364902506964	0.202216066481994	-5.37092071043315	-3.92882301388056	-5.78533828553145	-5.64432532604883	-5.70468531819165	-3.78530713648408	-2.61573968861916	1	0.338888888888889	0.138888888888889	0	0	Female		72	<http://rdf.freebase.com/ns/m.01xryvt>Author
/m/01bjs2	Corrie_Sanders	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Corrie_Sanders.png")	52	0.0501392757660167	0.0941828254847645	-5.79851815023212	-4.6534472910241	-5.81846216770148	-5.72590167682016	-5.81078822353002	-3.45649541735591	-2.75342317872658	1	0.0361111111111111	0.0305555555555556	0	0	Male		46	<http://rdf.freebase.com/ns/m.04_jj5n>Boxer
/m/01c47s	Richard_Ramirez	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Richard_Ramirez.png")	186	0.188888888888889	0.326869806094183	-5.56378258893801	-3.43682841028134	-5.67974667031679	-5.49661869940234	-5.57282613937859	-3.47424823342654	-2.16385283192811	1	0.166666666666667	0.0916666666666667	1	0	Male	<http://rdf.freebase.com/ns/m.02psvcf>Liver failure|<http://rdf.freebase.com/ns/m.0dxckq>B-cell lymphoma	53	<http://rdf.freebase.com/ns/m.021_gl6>Film subject
/m/01c6wp	Louis_le_Brocquy	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Louis_le_Brocquy.png")	19	0.0139275766016713	0.038781163434903	-5.828673165538	-5.06994545369499	-5.84499298056116	-5.79768078008913	-5.84379798697582	-4.43897662859334	-3.36810085170935	0	0.025	0.025	0	0	Male		96	<http://rdf.freebase.com/ns/m.01y2hcj>Visual Artist
/m/01c806	Bert_Sugar	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Bert_Sugar.png")	108	0.142061281337047	0.157894736842105	-5.67568040419122	-3.88249689054354	-5.74725102591141	-5.67073057984055	-5.72926245722361	-3.95035046747431	-3.05735519490369	1	0.605555555555556	0.608333333333333	1	0	Male	<http://rdf.freebase.com/ns/m.0gg4h>Cardiac arrest	75	<http://rdf.freebase.com/ns/m.01xryvt>Author
/m/01d75g	Richie_Havens	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Richie_Havens.png")	432	0.461111111111111	0.736842105263158	-4.68359414138363	-4.09455846790426	-5.45142054800171	-4.91414913152355	-4.97430404333072	-3.01356184535698	-2.4241628913981	1	0.383333333333333	0.297222222222222	1	0	Male	<http://rdf.freebase.com/ns/m.0gk4g>Myocardial infarction	72	<http://rdf.freebase.com/ns/m.0kpv1m>Musical Artist
/m/01d8n4	Nancy_Wake	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Nancy_Wake.png")	39	0.0305555555555556	0.0777777777777778	-5.8039034697794	-4.74438883033638	-5.83817165274344	-5.74675605455151	-5.82592261219397	-3.56648835753656	-2.79806202543144	1	0.0305555555555556	0.0277777777777778	0	0	Female		99	<http://rdf.freebase.com/ns/m.02h66g5>Military Person
/m/01dh1c	Lucian_Freud	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Lucian_Freud.png")	375	0.419444444444444	0.622222222222222	-5.16357234301685	-3.2549601549443	-5.49163222364345	-5.14532437192297	-5.21286823892469	-3.43050048195045	-2.67884947848382	2	0.505555555555556	0.497222222222222	1	0	Male	<http://rdf.freebase.com/ns/m.027x3>Disease	89	<http://rdf.freebase.com/ns/m.01y2hcj>Visual Artist
/m/01dsgp	Vang_Pao	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Vang_Pao.png")	191	0.25	0.338888888888889	-5.49993992118632	-4.39163678667745	-5.69418331063726	-5.45986398342413	-5.57855037608978	-3.57904565395275	-2.94135021677049	1	0.136111111111111	0.102777777777778	1	0	Male	<http://rdf.freebase.com/ns/m.0dq9p>Pneumonia	82	<http://rdf.freebase.com/ns/m.02h66g5>Military Person
/m/01dtfr	Mick_Aston	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Mick_Aston.png")	81	0.0666666666666667	0.157894736842105	-5.7344759477977	-4.03667831331607	-5.79872552892991	-5.60954896640313	-5.72389995243527	-4.02372094005106	-2.98248569368756	1	0.0805555555555556	0.0777777777777778	0	0	Male		67	<http://rdf.freebase.com/ns/m.02nzl9_>TV Personality
/m/01dvms	Patricia_Neal	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Patricia_Neal.png")	216	0.195652173913043	0.448753462603878	-5.63442429396148	-4.40553905526687	-5.74690147319568	-5.43806188976856	-5.51037089062574	-3.52140454851327	-2.33753970921876	1	0.280555555555556	0.208333333333333	1	0	Female	<http://rdf.freebase.com/ns/m.04p3w>Lung cancer	84	<http://rdf.freebase.com/ns/m.0jsg4j>Film actor
/m/01dz2j	Harri_Holkeri	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Harri_Holkeri.png")	18	0.0194444444444444	0.0305555555555556	-5.79191977569116	-4.13933150231205	-5.84301027939894	-5.81317650325512	-5.84611633544165	-4.77641043788352	-3.9634052909539	1	0.0222222222222222	0.0222222222222222	0	0	Male		74	<http://rdf.freebase.com/ns/m.02xlh55>Politician
/m/01f538	Ralph_Klein	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/Ralph_Klein.png")	175	0.291666666666667	0.193905817174515	-5.10399943668145	-3.72493418693426	-5.57527486203873	-5.62927236623849	-5.7218504426119	-3.2378529590652	-3.10393944124516	0	0.138888888888889	0.0444444444444444	0	0	Male		71	<http://rdf.freebase.com/ns/m.02xlh55>Politician
/m/01fgtp	James_Q._Wilson	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/James_Q._Wilson.png")	437	0.782729805013928	0.43213296398892	-4.91967348116717	-3.92688694071901	-5.06766819976159	-5.36931611734899	-5.4515207711651	-3.41762561992322	-3.0822070617083	1	0.369444444444444	0.338888888888889	0	0	Male		81	<http://rdf.freebase.com/ns/m.01xryvt>Author
/m/01ft2_	John_Demjanjuk	=image("http://infolab.stanford.edu/~west1/death/mention_freq_curves/NEWS/John_Demjanjuk.png")	268	0.47075208913649	0.274238227146814	-3.89676471123339	-2.30545752796143	-5.20588689741271	-5.48970164752716	-5.55409608057223	-3.55177859271642	-2.13742688778098	0	0.436111111111111	0.291666666666667	0	0	Male		92	<http://rdf.freebase.com/ns/m.01xryvt>Author
